lng,lat,timestamp_added,status,reward_scale,payer,owner,nonce,name,mode,location_hex,location,last_poc_challenge,last_change_block,geocode,gain,elevation,block_added,block,address
-105.0152537356891,39.69353804518259,2021-11-04T19:48:13.000000Z,"{'timestamp': '2022-04-10T09:07:11.766000Z', 'online': 'online', 'listen_addrs': ['/p2p/1127upRq645Zrfu4ffksSmXwEFgQ85LYkC4ErjWggDwcr19WLkcc/p2p-circuit/p2p/112ep8uQadCatwJzHxaencSAzpQW8hSCgJYC2KBZAfHtsdUv9zhm'], 'height': 1305551}",0.230560302734375,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,13WtGeDG5H9V2ZjhcQEeaFjjPUKBFsewGLAFKa4dpHMrsCRcpX9,2,virtual-grape-guppy,full,88268cd889fffff,8c268cd888017ff,1304980,1305662,"{'short_street': 'S Zuni St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Zuni Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",58,2,1084527,1305776,112ep8uQadCatwJzHxaencSAzpQW8hSCgJYC2KBZAfHtsdUv9zhm
-105.04587122221614,39.741099002926425,2021-11-04T18:35:02.000000Z,"{'timestamp': '2022-04-08T15:39:54.896000Z', 'online': 'online', 'listen_addrs': ['/ip4/67.190.51.1/tcp/44158'], 'height': 1303132}",0.20947265625,14h2zf1gEr9NmvDb2U53qucLN2jLrKU1ECBoxGnSnQ6tiT6V2kM,13C7nnuafyrovTyka8Jz9or6wVKstvwLcNe4hakPY9PzsFAgSTb,4,breezy-dijon-jellyfish,full,88268cd855fffff,8c268cd854691ff,1305356,1305405,"{'short_street': 'Vrain St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Vrain Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",38,5,1084454,1305776,11rSgPp7cGB4eFhGbzyCMEkLW6yAgM9AAgqpX6fUaKQgxpcGbNB
-104.92565043815029,39.76090654238556,2021-11-04T17:59:12.000000Z,"{'timestamp': '2022-02-25T21:31:38.384000Z', 'online': 'offline', 'listen_addrs': ['/p2p/11wmUQQGMbGaAtZPP4FbtoFBwvdt2nwyEbcKf3hZ9cxdQuSavQD/p2p-circuit/p2p/112iF9UYkZaombDWH58Mc6mNaAoxHMCoPydvZPkEmi4uZpoXQfEG'], 'height': 1242044}",0.3589324951171875,14h2zf1gEr9NmvDb2U53qucLN2jLrKU1ECBoxGnSnQ6tiT6V2kM,13m6N1GCVbgmYvDKtyU5eh1PjzhySLBRqrfUadRNarEYRipV54V,1,hidden-strawberry-lion,full,88268cd1ebfffff,8c268cd1eb833ff,1242829,1242829,"{'short_street': 'Glencoe St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Glencoe Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,6,1084418,1305776,112iF9UYkZaombDWH58Mc6mNaAoxHMCoPydvZPkEmi4uZpoXQfEG
-105.02079188007681,39.77090950947616,2021-11-04T15:07:04.000000Z,"{'timestamp': '2022-03-11T19:12:49.962000Z', 'online': 'offline', 'listen_addrs': ['/p2p/112a4aYeHhVQK3AXTfGGyRSqPdxVdYn4kjC9axu89YpciWhQA4Jd/p2p-circuit/p2p/112UAPuCk8bxH9ovARQFMKMNVgkvpkN5hxnJ9T3UVTtnPTBrVnFq'], 'height': 1262269}",0.28094482421875,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,14cAtJqZRfWwAMLP3Porqdrd5wTNd2QLemLRZjpPQ9oDqU9imrj,3,wild-purple-goblin,full,88268cda15fffff,8c268cda14cddff,1261892,1262303,"{'short_street': 'Clay St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Clay Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,3,1084246,1305776,112UAPuCk8bxH9ovARQFMKMNVgkvpkN5hxnJ9T3UVTtnPTBrVnFq
-104.86529032254097,39.78395626304803,2021-11-03T23:02:54.000000Z,"{'timestamp': '2022-04-10T08:42:08.068000Z', 'online': 'online', 'listen_addrs': ['/ip4/75.151.91.134/tcp/44158'], 'height': 1305521}",0.2922210693359375,13Zni1he7KY9pUmkXMhEhTwfUpL9AcEV1m2UbbvFsrU9QPTMgE3,14WqbMmtcvU6mLXCBxYHnDpMnyim8ZZgU4dak8RQRZJEec8sZnU,1,brave-merlot-crab,full,88268cd015fffff,8c268cd0148d9ff,1304845,1305693,"{'short_street': 'Havana St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Havana Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",30,30,1083282,1305776,1129dMTAKrqqkvny7JxEzDnA754QseMipcXi28qh5bWwFeGVCNH5
-104.89224702435152,39.680214050781764,2021-11-03T22:11:01.000000Z,"{'timestamp': '2022-04-08T15:07:11.997000Z', 'online': 'online', 'listen_addrs': ['/ip4/96.81.57.126/tcp/44158'], 'height': 1303100}",0.2287445068359375,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,13cZkSjjJ8y81d3K8ZipwaxuqjENhWCF3dEorNmyfhpr82CJshb,3,docile-banana-lobster,full,88268cc227fffff,8c268cc2262a3ff,1305690,1305690,"{'short_street': 'S Valentia St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Valentia Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",80,6,1083230,1305776,11VmjiYdn5kyQmbJ7C4o7Lqqt3f8y5g8uK3tpjVeMtn1Ys4nnJf
-104.96903354753023,39.72424908306601,2021-11-03T14:52:49.000000Z,"{'timestamp': '2022-04-09T11:21:39.165000Z', 'online': 'online', 'listen_addrs': ['/p2p/112L25RsHYXYVaUH9SK67LKiHqVVY7aiJdJLkzktvoj2Es74gJyF/p2p-circuit/p2p/114HqQ1UgHZqWjfH8D8C9ZLtsxTAoU2n5qnvLzJPRDn4sseCyAS'], 'height': 1304279}",0.0362701416015625,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,14P7LMi7cauRfgXzVTnjT25tMhNstTn6fxdtax7wHCqu6gDcfxE,1,late-alabaster-butterfly,full,88268cda95fffff,8c268cda94697ff,1305141,1305744,"{'short_street': 'Humboldt St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Humboldt Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,0,1082792,1305776,114HqQ1UgHZqWjfH8D8C9ZLtsxTAoU2n5qnvLzJPRDn4sseCyAS
-105.00175474547255,39.7559888433453,2021-11-03T03:38:08.000000Z,"{'timestamp': '2022-04-08T23:10:57.110000Z', 'online': 'online', 'listen_addrs': ['/ip4/76.120.47.196/tcp/44158', '/p2p/11ZT2CZHYQLUbXaLQ2WJFPQeM9jGHd9X5XyMoqstA5aUZjPDYzC/p2p-circuit/p2p/1127Mv2Dc444UtY78hJePpccHKLvmtdYcH5A8JMhtn2i7jQWEVA3'], 'height': 1303572}",0.0133056640625,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,13N9ATdHYooSYq8dmJR4Ss4BMg8c2VFSYVsF7qdfW1h7CKiguxU,1,sunny-ocean-dolphin,full,88268cdaebfffff,8c268cdaeb183ff,1304591,1305437,"{'short_street': 'Chestnut Pl', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Chestnut Place', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,40,1082115,1305776,1127Mv2Dc444UtY78hJePpccHKLvmtdYcH5A8JMhtn2i7jQWEVA3
-104.77022897468072,39.777438269211174,2021-11-03T01:55:38.000000Z,"{'timestamp': '2022-04-02T13:30:17.077000Z', 'online': 'online', 'listen_addrs': ['/ip4/98.38.230.13/tcp/44158'], 'height': 1294204}",0.1466217041015625,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,146oQrNxYKSQk3whebsGRwLCsSWVm9B4uYmu1MivdJFfUYVbcPU,1,beautiful-metal-dalmatian,full,88268cd769fffff,8c268cd768007ff,1304764,1304764,"{'short_street': 'E 45th Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'East 45th Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,3,1082015,1305776,112krtFAQAxpkPYRw5brA8pGSjwuDZTFYGdhyWJqzSyJyNGRk8xi
-104.8984914798903,39.664548543266555,2021-11-03T00:56:25.000000Z,"{'timestamp': '2022-04-07T20:42:06.720000Z', 'online': 'online', 'listen_addrs': ['/ip4/174.51.255.30/tcp/44158'], 'height': 1302041}",0.152496337890625,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,14L7Q4efvYuySixSwPX6xdjizs1ZfeCzASZdmKQ3aveYUE7LyP2,1,short-fuzzy-unicorn,full,88268cc045fffff,8c268cc044647ff,1305660,1305660,"{'short_street': 'S Sidney Ct', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Sidney Court', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,0,1081956,1305776,11zgmL4SzVPxwkRGVKwh3vpAgEuPLymsq6FKtZToP276VCciRfm
-105.02591717997528,39.77235322949263,2021-11-02T21:59:07.000000Z,"{'timestamp': '2022-04-02T19:17:05.038000Z', 'online': 'online', 'listen_addrs': ['/ip4/71.229.241.236/tcp/44158'], 'height': 1294610}",0.1923980712890625,14h2zf1gEr9NmvDb2U53qucLN2jLrKU1ECBoxGnSnQ6tiT6V2kM,13C7nnuafyrovTyka8Jz9or6wVKstvwLcNe4hakPY9PzsFAgSTb,9,short-khaki-marmot,full,88268cda15fffff,8c268cda149d7ff,1305466,1305755,"{'short_street': 'W 40th Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'West 40th Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",38,8,1081772,1305776,11hoQUnvNApboa8KLz1prDZaBzBMzw8qR52kEs7Uxr8fpoHLcgb
-104.97108052595348,39.76689712966738,2021-11-02T21:43:34.000000Z,"{'timestamp': '2022-04-09T19:41:06.140000Z', 'online': 'online', 'listen_addrs': ['/p2p/11FrEWpTmCyMiffvEYm3GuJ5SoAbbamy35gQSB4j6yYNErkLF7W/p2p-circuit/p2p/11TSvieP8zxCpAAx4skebmCGCYsAP68uWWsmrnAZKiKZ5Art44o'], 'height': 1304771}",0.2918853759765625,14h2zf1gEr9NmvDb2U53qucLN2jLrKU1ECBoxGnSnQ6tiT6V2kM,13HRKQEwVacHZBa89MnfTj3z9DTvn3kLzqWyDQ2ffuD8TEsnmdp,2,swift-tiger-pheasant,full,88268cd135fffff,8c268cd134de3ff,1305679,1305679,"{'short_street': 'N Lafayette St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'North Lafayette Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",12,0,1081754,1305776,11TSvieP8zxCpAAx4skebmCGCYsAP68uWWsmrnAZKiKZ5Art44o
-104.98543221344849,39.74358403297686,2021-11-02T21:18:14.000000Z,"{'timestamp': '2022-04-05T03:05:29.310000Z', 'online': 'offline', 'listen_addrs': ['/p2p/13xctqu8uwFrNqk43egQcxxxbYbueb7vGEVcTBsDbzhSNB54jxk/p2p-circuit/p2p/112XghBbyUvrSrwdrnD4Dn1S8ovZnH8TyTDki2mSGZVWAutgyMNd'], 'height': 1297976}",0.0628204345703125,14h2zf1gEr9NmvDb2U53qucLN2jLrKU1ECBoxGnSnQ6tiT6V2kM,13HRKQEwVacHZBa89MnfTj3z9DTvn3kLzqWyDQ2ffuD8TEsnmdp,3,powerful-jade-sawfish,full,88268cda81fffff,8c268cda812d3ff,1298011,1298061,"{'short_street': 'Lincoln St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Lincoln Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,53,1081724,1305776,112XghBbyUvrSrwdrnD4Dn1S8ovZnH8TyTDki2mSGZVWAutgyMNd
-104.99508773924943,39.6771800566481,2021-11-02T04:04:14.000000Z,"{'timestamp': '2022-04-08T19:00:45.339000Z', 'online': 'online', 'listen_addrs': ['/ip4/174.29.40.11/tcp/44158'], 'height': 1303328}",0.2281341552734375,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,143Z3jsvCZPmqhrnXCquANT6g5yvPFveJRjqTLyu1YqBYPPQmw7,1,rhythmic-misty-platypus,full,88268cd891fffff,8c268cd891227ff,1304941,1305437,"{'short_street': 'S Fox St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Fox Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,0,1080704,1305776,1125gyuoKyCqvdrMZvQr4ivGiZribxZHLKM7LFjYtMPK3KwzNome
-105.01745549411247,39.67830403226519,2021-11-01T22:34:30.000000Z,"{'timestamp': '2022-04-08T02:10:44.492000Z', 'online': 'online', 'listen_addrs': ['/p2p/112ihRpY3b9qpkYLtwpis6WXbVuKKVsQZK5xRp4oz4XBjW4Zbyfq/p2p-circuit/p2p/112CGYmgEW6cynBjUpAZp42K7nwEzUZEycDbHbPRXpU4bLwpYNbS'], 'height': 1302365}",0.1152801513671875,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,143Z3jsvCZPmqhrnXCquANT6g5yvPFveJRjqTLyu1YqBYPPQmw7,1,original-mahogany-poodle,full,88268cd883fffff,8c268cd882847ff,1305610,1305693,"{'short_street': 'W Evans Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'West Evans Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,0,1080349,1305776,112CGYmgEW6cynBjUpAZp42K7nwEzUZEycDbHbPRXpU4bLwpYNbS
-105.03493746910107,39.766890819725745,2021-11-01T21:34:32.000000Z,"{'timestamp': '2022-04-08T22:28:23.004000Z', 'online': 'online', 'listen_addrs': ['/ip4/71.218.226.99/tcp/44158', '/p2p/1129CM6gjRbZ73y6TyvQ4WySMdvBbfRo4Tedgc4HfAh67JyfgLng/p2p-circuit/p2p/11m8uzrkyw1BFdMxhn7LNkwJsnn63WR9FvetVGwNatkkARJE3Nx'], 'height': 1303529}",0.1923980712890625,13Zni1he7KY9pUmkXMhEhTwfUpL9AcEV1m2UbbvFsrU9QPTMgE3,13xkg6uK1vF1ahNippKWrnwPGfZUvgRNRu4zCdAZ5KssnPkpKRt,2,proud-daisy-mustang,full,88268cda31fffff,8c268cda315e9ff,1304795,1305755,"{'short_street': 'Lowell Blvd', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Lowell Boulevard', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",30,10,1080279,1305776,11m8uzrkyw1BFdMxhn7LNkwJsnn63WR9FvetVGwNatkkARJE3Nx
-105.0536013449267,39.667431218423225,2021-11-01T20:06:27.000000Z,"{'timestamp': '2022-03-14T23:41:29.496000Z', 'online': 'offline', 'listen_addrs': ['/ip4/72.107.219.236/tcp/44158'], 'height': 1266674}",0.2438507080078125,14rb2UcfS9U89QmKswpZpjRCUVCVu1haSyqyGY486EvsYtvdJmR,13kzZfk7C7hKnVYAWyiPwYVyYWLGBQ46bSF2Sa3BqUP48rJYw6C,3,quick-flint-urchin,full,88268cd8a7fffff,8c268cd8a6f45ff,1273993,1274371,"{'short_street': 'S Sheridan Blvd', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Sheridan Boulevard', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",58,2,1080179,1305776,11jEXv8WMzH39D7KuMrkQRLJNXBCDuLfy9ZmTMk6VppdNwfY4kx
-104.9743024994372,39.76892931581327,2021-10-31T00:15:52.000000Z,"{'timestamp': '2022-04-08T03:46:33.493000Z', 'online': 'online', 'listen_addrs': ['/p2p/11ku7snyhaG9MbHzuskMMxBkH3PeHjZYaT8RFPCWufawmag1e6o/p2p-circuit/p2p/11MV8cMfNpuGEzBpctU8Ao51bfkEewLp8B7QQxMv58yJUDFpLWa'], 'height': 1302450}",0.29205322265625,13Zni1he7KY9pUmkXMhEhTwfUpL9AcEV1m2UbbvFsrU9QPTMgE3,14WqbMmtcvU6mLXCBxYHnDpMnyim8ZZgU4dak8RQRZJEec8sZnU,1,jumpy-sand-sawfish,full,88268cd135fffff,8c268cd1349c7ff,1305084,1305755,"{'short_street': 'Walnut St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Walnut Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",30,10,1077541,1305776,11MV8cMfNpuGEzBpctU8Ao51bfkEewLp8B7QQxMv58yJUDFpLWa
-105.05769661513281,39.65160380847328,2021-10-30T23:48:55.000000Z,"{'timestamp': None, 'online': 'offline', 'listen_addrs': None, 'height': None}",,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,14Jt1sf2CSwtNNfdZrijbKBwTn5nfypwsmgHAgEb3LTFEQ8NZL5,1,delightful-berry-penguin,full,88268cca45fffff,8c268cca44439ff,,1077551,"{'short_street': 'S Depew St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Depew Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,0,1077512,1305776,11dpcVdPQhZCzTmLRorW4XzbMataGD355yJ1iW7bAwHFsrSfG7H
-104.93820441911707,39.69009904705343,2021-10-30T22:25:16.000000Z,"{'timestamp': '2022-04-05T16:25:48.795000Z', 'online': 'online', 'listen_addrs': ['/ip4/98.43.73.201/tcp/44158'], 'height': 1298800}",0.0781097412109375,14h2zf1gEr9NmvDb2U53qucLN2jLrKU1ECBoxGnSnQ6tiT6V2kM,13TcUGBNyqyxaA1ywfPor2SrBEunMpbXKN2br3TNmcZeatxhMmB,1,wonderful-bamboo-giraffe,full,88268cc301fffff,8c268cc30055bff,1304965,1305340,"{'short_street': 'S Ash St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Ash Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",12,0,1077434,1305776,112K7xB73DGuUKNVSStJmE8Xa7KgLJz6yzs3GAtw2Y9kLJNiUiCv
-104.93426770219094,39.75427491156925,2021-10-30T20:53:40.000000Z,"{'timestamp': '2022-04-10T04:42:26.783000Z', 'online': 'online', 'listen_addrs': ['/p2p/111AeZAAzGj5Q15FjykXNU39sCkApeidWGpe4h2sa8NzoDx86ak/p2p-circuit/p2p/11pnK4x9Sm7gGPqVmkoBiMbocHRXTBhFHw7iTJ7cEQ1jNZEpops'], 'height': 1305294}",0.2915496826171875,14rb2UcfS9U89QmKswpZpjRCUVCVu1haSyqyGY486EvsYtvdJmR,14Ltt7k5KhWvRG4uwQuGErXj8CC3t527ctFy1MUhATVJmzmE9b4,1,able-butter-shell,full,88268cd1e1fffff,8c268cd1e0d95ff,1305761,1305761,"{'short_street': 'Cherry St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Cherry Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",30,0,1077352,1305776,11pnK4x9Sm7gGPqVmkoBiMbocHRXTBhFHw7iTJ7cEQ1jNZEpops
-104.8865983230494,39.631000462622005,2021-10-30T19:54:53.000000Z,"{'timestamp': '2022-03-30T06:08:55.262000Z', 'online': 'online', 'listen_addrs': ['/p2p/113Vw81gG2ESFnKrzaSL3CeCaTEdMdPBYFQj8YkbxgpsjvGc2Ek/p2p-circuit/p2p/112Ds3MHvSh45bHreMN3LjsstJMkxCN5DE8ayZE3n5P8vz1rtbwb'], 'height': 1288958}",0.22906494140625,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,13CP1DYyjcv9n68hTsac2a8PGxC3e8qAHYwFHfkrkkMLuWPUD2f,1,soft-syrup-jay,full,88268cc039fffff,8c268cc039611ff,1305688,1305755,"{'short_street': 'S Xanthia St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Xanthia Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,0,1077295,1305776,112Ds3MHvSh45bHreMN3LjsstJMkxCN5DE8ayZE3n5P8vz1rtbwb
-104.99083017461889,39.672054023797564,2021-10-30T17:35:34.000000Z,"{'timestamp': '2022-03-28T19:00:32.075000Z', 'online': 'offline', 'listen_addrs': ['/ip4/97.118.163.215/tcp/44158', '/p2p/11iSzc6m8g5vKAjrM4b4SyBv3466U3qYDccBzUMEYzXt5WBdP9R/p2p-circuit/p2p/112bJzAH5ZSyvvpm8FzVjVgJEEfPMv2fua1jrg99enXSCwyBQcbs'], 'height': 1286651}",0.1164398193359375,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,13dk3D8zdod8VrPgL46qQWtC4XwAs2gYUYAyDJfcdpvZ2zhwLSi,3,clumsy-cream-pelican,full,88268cd891fffff,8c268cd890617ff,1290691,1290722,"{'short_street': 'S Cherokee St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Cherokee Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",58,2,1077159,1305776,112bJzAH5ZSyvvpm8FzVjVgJEEfPMv2fua1jrg99enXSCwyBQcbs
-104.98307363491156,39.72114595563168,2021-10-30T16:09:32.000000Z,"{'timestamp': '2021-12-01T09:12:42.889000Z', 'online': 'offline', 'listen_addrs': ['/p2p/11SUFeieH1ku1RvitQsWK3bEc9v3Dg6sXNjMoU74VQqqkc4Jtjc/p2p-circuit/p2p/11aTScxSa9j3JGzNdXZj3WoQijqWAWAM69Jq8w14XZqZiR5j8K6'], 'height': 1117204}",0.097991943359375,14NBXJE5kAAZTMigY4dcjXSMG4CSqjYwvteQWwQsYhsu2TKN6AF,13t1yrsoW5cYz6LgmoY1K9Co1gnSroUKzyQ1d93xeGwh2oKZagZ,2,ancient-charcoal-quail,full,88268cdabbfffff,8c268cdabbb13ff,1116939,1116996,"{'short_street': 'Logan St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Logan Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",26,17,1077063,1305776,11aTScxSa9j3JGzNdXZj3WoQijqWAWAM69Jq8w14XZqZiR5j8K6
-104.99818269545774,39.75714601456613,2021-10-30T01:29:13.000000Z,"{'timestamp': '2022-04-03T04:06:46.252000Z', 'online': 'online', 'listen_addrs': ['/ip4/67.165.223.96/tcp/44158'], 'height': 1295157}",0.108428955078125,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,14ManybaeVmVMtHKXnUNufpz8FpwUgDEkrbTCYMJcjByNz9yrQV,1,icy-iris-cyborg,full,88268cdac5fffff,8c268cdac4dbdff,1304977,1305662,"{'short_street': 'Wewatta St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Wewatta Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,12,1076173,1305776,112ZmWWBi3QfYxQdnn38VMhR1CNoZAHvzZdfsW5HfcsePQuJQqBi
-104.97808848541973,39.74771985251983,2021-10-30T00:24:41.000000Z,"{'timestamp': '2022-04-08T23:09:55.820000Z', 'online': 'online', 'listen_addrs': ['/ip4/98.43.52.92/tcp/44158', '/p2p/11omPeT49gAwyott5JCjrVgdnEybTccHeASKSUtrGCaPttpQCTc/p2p-circuit/p2p/11AFEDVnvwSAiQDLF3F3EYQ54WNzYXQVcnRGYjAn97FyfCqKxdx'], 'height': 1303576}",0.09759521484375,14h2zf1gEr9NmvDb2U53qucLN2jLrKU1ECBoxGnSnQ6tiT6V2kM,14R2zxCkYngmxVqHcUki695dpA2gko2RV3CYyB3QWTMqZYopo9H,2,round-carob-wren,full,88268cdad5fffff,8c268cdad4969ff,1305320,1305765,"{'short_street': 'E 20th Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'East 20th Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",80,9,1076107,1305776,11AFEDVnvwSAiQDLF3F3EYQ54WNzYXQVcnRGYjAn97FyfCqKxdx
